Invoice_ID,Customer_ID,Customer_Name,Customer_Segment,Region,Invoice_Date,Due_Date,Invoice_Amount,Amount_Paid,Payment_Date,Payment_Status,Invoice_Category,Sales_Rep,Dispute_Flag,Dispute_Reason,Outstanding_Amount,Days_To-Pay,Days_Overdue,Aging_Bucket,Recovery_Priority
INV-0375,CUST-055,Balakrishnan Real Estate,SME,Hyderabad,25-09-2024,25-10-2024,25236,10851.48,15-10-2024,Partial,Annual License,Karan Mehta,No,,14384.52,20,248,90+ Days,Critical - Escalate Now
INV-0376,CUST-056,Ramani Manufacturing,SME,Hyderabad,01-02-2025,03-03-2025,36192,36192,30-03-2025,Late_Paid,Maintenance Contract,Divya Singh,No,,0,57,0,Current,None
INV-0377,CUST-057,Vijayalakshmi Heavy Industries,SME,Hyderabad,25-06-2024,25-07-2024,20517,20517,18-07-2024,Paid,Annual License,Amit Verma,No,,0,23,0,Current,None
INV-0378,CUST-058,Jayaraman Logistics,SME,Hyderabad,17-05-2024,16-06-2024,17247,17247,25-05-2024,Paid,Maintenance Contract,Priya Sharma,No,,0,8,0,Current,None
INV-0379,CUST-059,Thomas Marine Eng,SME,Hyderabad,17-01-2025,16-02-2025,49935,49935,10-02-2025,Paid,Consulting,Rahul Nair,No,,0,24,0,Current,None
INV-0380,CUST-060,Sunder Rao Traders,SME,Hyderabad,27-01-2025,26-02-2025,35371,35371,23-02-2025,Paid,Annual License,Sneha Patel,No,,0,27,0,Current,None
INV-0381,CUST-061,Bharat Industrial Supplies,Retail,Ahmedabad,19-06-2024,19-07-2024,2888,2888,04-07-2024,Paid,Service Fee,Vikram Joshi,No,,0,15,0,Current,None
INV-0382,CUST-062,Coastal Shipping & Logistics,Retail,Ahmedabad,09-04-2024,09-05-2024,7208,0,,Disputed,Consulting,Anita Reddy,Yes,Goods Not Received,7208,,417,90+ Days,High - Legal Review
INV-0383,CUST-063,Summit Engineering Services,Retail,Ahmedabad,21-05-2025,20-06-2025,7051,7051,17-06-2025,Paid,Consulting,Karan Mehta,No,,0,27,0,Current,None
INV-0384,CUST-064,Apex Mercantile Group,Retail,Ahmedabad,15-05-2025,14-06-2025,3958,3958,29-05-2025,Paid,Service Fee,Divya Singh,No,,0,14,0,Current,None
INV-0385,CUST-065,Horizon Agri-Tech,Retail,Ahmedabad,08-10-2024,07-11-2024,7510,7510,27-10-2024,Paid,Service Fee,Amit Verma,No,,0,19,0,Current,None
INV-0386,CUST-066,Prime Steel Fabricators,Retail,Ahmedabad,22-05-2025,21-06-2025,3115,1993.6,25-06-2025,Partial,Annual License,Priya Sharma,No,,1121.4,34,9,0-30 Days,Low - Monitor
INV-0387,CUST-067,Unity Wholesale Distributors,Retail,Ahmedabad,06-10-2024,05-11-2024,3319,0,,Overdue,Consulting,Rahul Nair,No,,3319,,237,90+ Days,Critical - Escalate Now
INV-0388,CUST-068,Zenith Chemical Solutions,Retail,Ahmedabad,11-03-2025,10-04-2025,8651,8651,17-04-2025,Late_Paid,Maintenance Contract,Sneha Patel,No,,0,37,0,Current,None
INV-0389,CUST-069,Dynamic Infrastructure Pvt Ltd,Retail,Ahmedabad,26-09-2024,26-10-2024,5299,2702.49,09-10-2024,Partial,Consulting,Vikram Joshi,No,,2596.51,13,247,90+ Days,Critical - Escalate Now
INV-0390,CUST-070,Global Trade Connect,Retail,Ahmedabad,25-03-2024,24-04-2024,8006,0,,Disputed,Annual License,Anita Reddy,Yes,Duplicate Invoice,8006,,432,90+ Days,High - Legal Review
INV-0391,CUST-071,Legacy Building Materials,Retail,Kolkata,22-05-2024,21-06-2024,2694,2694,14-06-2024,Paid,Product Sale,Karan Mehta,No,,0,23,0,Current,None
INV-0392,CUST-072,Elite Retail Solutions,Retail,Kolkata,26-12-2024,25-01-2025,7509,0,,Overdue,Maintenance Contract,Divya Singh,No,,7509,,156,90+ Days,Critical - Escalate Now
INV-0393,CUST-073,Vantage Construction Co.,Retail,Kolkata,23-10-2024,22-11-2024,6763,6763,23-12-2024,Late_Paid,Service Fee,Amit Verma,No,,0,61,0,Current,None
INV-0394,CUST-074,Metro Freight Forwarders,Retail,Kolkata,07-05-2024,06-06-2024,9253,0,,Overdue,Service Fee,Priya Sharma,No,,9253,,389,90+ Days,Critical - Escalate Now
INV-0395,CUST-075,Standard Electrical Industries,Retail,Kolkata,22-10-2024,21-11-2024,9064,0,,Disputed,Consulting,Rahul Nair,Yes,Goods Not Received,9064,,221,90+ Days,High - Legal Review
INV-0396,CUST-076,Integrated Logistics Partners,Retail,Kolkata,25-07-2024,24-08-2024,6327,0,,Overdue,Product Sale,Sneha Patel,No,,6327,,310,90+ Days,Critical - Escalate Now
INV-0397,CUST-077,Continental Trading Syndicate,Retail,Kolkata,11-10-2024,10-11-2024,5302,5302,16-12-2024,Late_Paid,Consulting,Vikram Joshi,No,,0,66,0,Current,None
INV-0398,CUST-078,Superior Packing Systems,Retail,Kolkata,03-01-2024,02-02-2024,2342,2342,28-01-2024,Paid,Consulting,Anita Reddy,No,,0,25,0,Current,None
INV-0399,CUST-079,Essential Agro Exports,Retail,Kolkata,07-08-2024,06-09-2024,2229,0,,Overdue,Service Fee,Karan Mehta,No,,2229,,297,90+ Days,Critical - Escalate Now
INV-0400,CUST-080,Modern Infrastructure Consultants,Retail,Kolkata,21-05-2025,20-06-2025,9218,9218,30-07-2025,Late_Paid,Maintenance Contract,Divya Singh,No,,0,70,0,Current,None
INV-0401,CUST-001,Malhotra Construction Group,Enterprise,Mumbai,13-05-2024,12-06-2024,906930,906930,08-06-2024,Paid,Maintenance Contract,Amit Verma,No,,0,26,0,Current,None
INV-0402,CUST-002,Khanna Electricals & Co.,Enterprise,Mumbai,17-02-2024,18-03-2024,556966,384306.54,25-03-2024,Partial,Product Sale,Priya Sharma,No,,172659.46,37,469,90+ Days,Critical - Escalate Now
INV-0403,CUST-003,Singh Freight Carriers,Enterprise,Mumbai,27-03-2025,26-04-2025,1223219,941878.63,05-05-2025,Partial,Service Fee,Rahul Nair,No,,281340.37,39,65,61-90 Days,High - Manager Call
INV-0404,CUST-004,Bhatia Polymers Pvt Ltd,Enterprise,Mumbai,08-05-2024,07-06-2024,562404,0,,Disputed,Product Sale,Sneha Patel,Yes,Quality Issue,562404,,388,90+ Days,High - Legal Review
INV-0405,CUST-005,Verma Associates,Enterprise,Mumbai,15-01-2025,14-02-2025,514347,514347,01-02-2025,Paid,Product Sale,Vikram Joshi,No,,0,17,0,Current,None
INV-0406,CUST-006,Chopra Cold Storage,Enterprise,Mumbai,27-08-2024,26-09-2024,667467,360432.18,21-09-2024,Partial,Product Sale,Anita Reddy,No,,307034.82,25,277,90+ Days,Critical - Escalate Now
INV-0407,CUST-007,Sethi Textiles & Fabrics,Enterprise,Mumbai,15-05-2024,14-06-2024,1165440,1165440,20-05-2024,Paid,Product Sale,Karan Mehta,No,,0,5,0,Current,None
INV-0408,CUST-008,Aggarwal Spices Trading,Enterprise,Mumbai,03-05-2024,02-06-2024,315014,315014,23-05-2024,Paid,Service Fee,Divya Singh,No,,0,20,0,Current,None
INV-0409,CUST-009,Tandon Auto Parts,Enterprise,Mumbai,22-08-2024,21-09-2024,600835,600835,06-09-2024,Paid,Product Sale,Amit Verma,No,,0,15,0,Current,None
INV-0410,CUST-010,Gill Agricultural Implements,Enterprise,Mumbai,02-11-2024,02-12-2024,406480,406480,09-11-2024,Paid,Service Fee,Priya Sharma,No,,0,7,0,Current,None
INV-0411,CUST-011,Dhawan Pharmaceuticals,Mid-Market,Pune,09-01-2024,08-02-2024,193737,193737,25-01-2024,Paid,Consulting,Rahul Nair,No,,0,16,0,Current,None
INV-0412,CUST-012,Rawat Real Estate,Mid-Market,Pune,04-06-2024,04-07-2024,100595,100595,14-07-2024,Late_Paid,Service Fee,Sneha Patel,No,,0,40,0,Current,None
INV-0413,CUST-013,Jain Packaging Solutions,Mid-Market,Pune,23-05-2024,22-06-2024,104026,104026,24-07-2024,Late_Paid,Maintenance Contract,Vikram Joshi,No,,0,62,0,Current,None
INV-0414,CUST-014,Kapur Infrastructure,Mid-Market,Pune,10-10-2024,09-11-2024,139914,0,,Overdue,Service Fee,Anita Reddy,No,,139914,,233,90+ Days,Critical - Escalate Now
INV-0415,CUST-015,Sahni Hospitality Services,Mid-Market,Pune,15-04-2024,15-05-2024,72126,0,,Overdue,Maintenance Contract,Karan Mehta,No,,72126,,411,90+ Days,Critical - Escalate Now
INV-0416,CUST-016,Bakshi Steel Syndicate,Mid-Market,Pune,12-07-2024,11-08-2024,84974,84974,24-07-2024,Paid,Product Sale,Divya Singh,No,,0,12,0,Current,None
INV-0417,CUST-017,Sachdeva Marketing Agency,Mid-Market,Pune,27-09-2024,27-10-2024,163990,0,,Disputed,Annual License,Amit Verma,Yes,Price Mismatch,163990,,246,90+ Days,High - Legal Review
INV-0418,CUST-018,Chawla Hardware Stores,Mid-Market,Pune,16-03-2025,15-04-2025,94045,0,,Overdue,Consulting,Priya Sharma,No,,94045,,76,61-90 Days,High - Manager Call
INV-0419,CUST-019,Oberoi Paper Products,Mid-Market,Pune,06-03-2025,05-04-2025,169674,169674,13-03-2025,Paid,Consulting,Rahul Nair,No,,0,7,0,Current,None
INV-0420,CUST-020,Luthra Chemical Works,Mid-Market,Pune,31-01-2024,01-03-2024,165194,0,,Overdue,Product Sale,Sneha Patel,No,,165194,,486,90+ Days,Critical - Escalate Now
INV-0421,CUST-021,Deshmukh Engineering Works,Mid-Market,Delhi,20-10-2024,19-11-2024,174112,174112,16-11-2024,Paid,Consulting,Vikram Joshi,No,,0,27,0,Current,None
INV-0422,CUST-022,Patel Polymers & Plastics,Mid-Market,Delhi,25-03-2024,24-04-2024,145334,109000.5,06-04-2024,Partial,Maintenance Contract,Anita Reddy,No,,36333.5,12,432,90+ Days,Critical - Escalate Now
INV-0423,CUST-023,Shah Global Exports,Mid-Market,Delhi,27-07-2024,26-08-2024,134697,134697,11-08-2024,Paid,Annual License,Karan Mehta,No,,0,15,0,Current,None
INV-0424,CUST-024,Kulkarni Consultancy Services,Mid-Market,Delhi,08-03-2024,07-04-2024,153769,153769,14-03-2024,Paid,Service Fee,Divya Singh,No,,0,6,0,Current,None
INV-0425,CUST-025,Joshi Precision Tools,Mid-Market,Delhi,29-03-2024,28-04-2024,184618,125540.24,09-04-2024,Partial,Consulting,Amit Verma,No,,59077.76,11,428,90+ Days,Critical - Escalate Now
INV-0426,CUST-026,Mehta Financial Advisors,Mid-Market,Delhi,28-06-2024,28-07-2024,56727,56727,08-07-2024,Paid,Product Sale,Priya Sharma,No,,0,10,0,Current,None
INV-0427,CUST-027,Gandhi Trading House,Mid-Market,Delhi,21-12-2024,20-01-2025,100501,100501,17-02-2025,Late_Paid,Service Fee,Rahul Nair,No,,0,58,0,Current,None
INV-0428,CUST-028,Sawant Marine Services,Mid-Market,Delhi,02-10-2024,01-11-2024,187623,187623,17-10-2024,Paid,Product Sale,Sneha Patel,No,,0,15,0,Current,None
INV-0429,CUST-029,Doshi Dye-Chem Industries,Mid-Market,Delhi,05-10-2024,04-11-2024,189056,189056,19-12-2024,Late_Paid,Annual License,Vikram Joshi,No,,0,75,0,Current,None
INV-0430,CUST-030,Parikh Logistics & Warehousing,Mid-Market,Delhi,23-05-2025,22-06-2025,87000,87000,28-07-2025,Late_Paid,Product Sale,Anita Reddy,No,,0,66,0,Current,None
INV-0431,CUST-031,Kadam Agro Commodities,SME,Bangalore,20-10-2024,19-11-2024,25778,0,,Overdue,Product Sale,Karan Mehta,No,,25778,,223,90+ Days,Critical - Escalate Now
INV-0432,CUST-032,Sheth Diamond Traders,SME,Bangalore,21-08-2024,20-09-2024,49293,49293,26-08-2024,Paid,Product Sale,Divya Singh,No,,0,5,0,Current,None
INV-0433,CUST-033,Pawar Heavy Equipments,SME,Bangalore,17-02-2024,18-03-2024,23917,23917,03-04-2024,Late_Paid,Service Fee,Amit Verma,No,,0,46,0,Current,None
INV-0434,CUST-034,Thakkar Food Products,SME,Bangalore,05-03-2025,04-04-2025,23295,23295,02-04-2025,Paid,Consulting,Priya Sharma,No,,0,28,0,Current,None
INV-0435,CUST-035,Kunte Manufacturing Co.,SME,Bangalore,04-10-2024,03-11-2024,35577,35577,25-10-2024,Paid,Product Sale,Rahul Nair,No,,0,21,0,Current,None
INV-0436,CUST-036,Modi Retail Chain,SME,Bangalore,02-07-2024,01-08-2024,13157,13157,09-07-2024,Paid,Consulting,Sneha Patel,No,,0,7,0,Current,None
INV-0437,CUST-037,Desai Infrastructure Developers,SME,Bangalore,16-10-2024,15-11-2024,31746,31746,25-11-2024,Late_Paid,Maintenance Contract,Vikram Joshi,No,,0,40,0,Current,None
INV-0438,CUST-038,Raut Metal Castings,SME,Bangalore,12-04-2025,12-05-2025,29153,29153,22-06-2025,Late_Paid,Maintenance Contract,Anita Reddy,No,,0,71,0,Current,None
INV-0439,CUST-039,Bhatia Oil Refineries,SME,Bangalore,05-09-2024,05-10-2024,49490,26229.7,02-10-2024,Partial,Service Fee,Karan Mehta,No,,23260.3,27,268,90+ Days,Critical - Escalate Now
INV-0440,CUST-040,Chavan Logistics Solutions,SME,Bangalore,03-06-2024,03-07-2024,44434,44434,15-06-2024,Paid,Product Sale,Divya Singh,No,,0,12,0,Current,None
INV-0441,CUST-041,Iyer & Associates,SME,Chennai,01-01-2024,31-01-2024,10150,0,,Overdue,Maintenance Contract,Amit Verma,No,,10150,,516,90+ Days,Critical - Escalate Now
INV-0442,CUST-042,Reddy Infrastructure Projects,SME,Chennai,10-11-2024,10-12-2024,44471,44471,30-11-2024,Paid,Consulting,Priya Sharma,No,,0,20,0,Current,None
INV-0443,CUST-043,Nair Maritime Agencies,SME,Chennai,25-05-2024,24-06-2024,35410,35410,13-07-2024,Late_Paid,Product Sale,Rahul Nair,No,,0,49,0,Current,None
INV-0444,CUST-044,Menon Biotech Labs,SME,Chennai,26-02-2025,28-03-2025,23608,23608,26-03-2025,Paid,Consulting,Sneha Patel,No,,0,28,0,Current,None
INV-0445,CUST-045,Naidu Electrical Systems,SME,Chennai,30-10-2024,29-11-2024,17610,0,,Overdue,Product Sale,Vikram Joshi,No,,17610,,213,90+ Days,Critical - Escalate Now
INV-0446,CUST-046,Rao Automotive Components,SME,Chennai,04-03-2024,03-04-2024,23836,23836,18-03-2024,Paid,Service Fee,Anita Reddy,No,,0,14,0,Current,None
INV-0447,CUST-047,Krishnan Textile Mill,SME,Chennai,18-11-2024,18-12-2024,37477,37477,03-12-2024,Paid,Maintenance Contract,Karan Mehta,No,,0,15,0,Current,None
INV-0448,CUST-048,Subramaniam Exports Pvt Ltd,SME,Chennai,05-10-2024,04-11-2024,17461,17461,28-10-2024,Paid,Service Fee,Divya Singh,No,,0,23,0,Current,None
INV-0449,CUST-049,Pillai Logistics Group,SME,Chennai,27-07-2024,26-08-2024,43986,0,,Disputed,Consulting,Amit Verma,Yes,Quality Issue,43986,,308,90+ Days,High - Legal Review
INV-0450,CUST-050,Venkatesh Engineering Corp,SME,Chennai,25-08-2024,24-09-2024,42894,0,,Disputed,Consulting,Priya Sharma,Yes,Quality Issue,42894,,279,90+ Days,High - Legal Review
INV-0451,CUST-051,Srinivasan Polymers,SME,Hyderabad,02-05-2024,01-06-2024,33766,33766,08-05-2024,Paid,Annual License,Rahul Nair,No,,0,6,0,Current,None
INV-0452,CUST-052,Gowda Agri-Business,SME,Hyderabad,21-07-2024,20-08-2024,28026,0,,Overdue,Maintenance Contract,Sneha Patel,No,,28026,,314,90+ Days,Critical - Escalate Now
INV-0453,CUST-053,Ranganathan Softwares,SME,Hyderabad,20-02-2024,21-03-2024,25476,25476,25-02-2024,Paid,Service Fee,Vikram Joshi,No,,0,5,0,Current,None
INV-0454,CUST-054,Sivanandam Trading Co.,SME,Hyderabad,08-04-2025,08-05-2025,24783,24783,27-04-2025,Paid,Product Sale,Anita Reddy,No,,0,19,0,Current,None
INV-0455,CUST-055,Balakrishnan Real Estate,SME,Hyderabad,07-03-2024,06-04-2024,20138,0,,Overdue,Service Fee,Karan Mehta,No,,20138,,450,90+ Days,Critical - Escalate Now
INV-0456,CUST-056,Ramani Manufacturing,SME,Hyderabad,14-02-2025,16-03-2025,47306,47306,09-03-2025,Paid,Annual License,Divya Singh,No,,0,23,0,Current,None
INV-0457,CUST-057,Vijayalakshmi Heavy Industries,SME,Hyderabad,18-02-2025,20-03-2025,32278,0,,Disputed,Service Fee,Amit Verma,Yes,Duplicate Invoice,32278,,102,90+ Days,High - Legal Review
INV-0458,CUST-058,Jayaraman Logistics,SME,Hyderabad,04-04-2024,04-05-2024,34380,13752,28-04-2024,Partial,Product Sale,Priya Sharma,No,,20628,24,422,90+ Days,Critical - Escalate Now
INV-0459,CUST-059,Thomas Marine Eng,SME,Hyderabad,21-06-2024,21-07-2024,12141,12141,11-07-2024,Paid,Consulting,Rahul Nair,No,,0,20,0,Current,None
INV-0460,CUST-060,Sunder Rao Traders,SME,Hyderabad,19-04-2024,19-05-2024,16151,0,,Overdue,Maintenance Contract,Sneha Patel,No,,16151,,407,90+ Days,Critical - Escalate Now
INV-0461,CUST-061,Bharat Industrial Supplies,Retail,Ahmedabad,08-10-2024,07-11-2024,2443,1490.23,06-11-2024,Partial,Product Sale,Vikram Joshi,No,,952.77,29,235,90+ Days,Critical - Escalate Now
INV-0462,CUST-062,Coastal Shipping & Logistics,Retail,Ahmedabad,29-10-2024,28-11-2024,2318,2318,05-11-2024,Paid,Product Sale,Anita Reddy,No,,0,7,0,Current,None
INV-0463,CUST-063,Summit Engineering Services,Retail,Ahmedabad,07-05-2024,06-06-2024,6982,0,,Overdue,Annual License,Karan Mehta,No,,6982,,389,90+ Days,Critical - Escalate Now
INV-0464,CUST-064,Apex Mercantile Group,Retail,Ahmedabad,05-10-2024,04-11-2024,2991,0,,Overdue,Consulting,Divya Singh,No,,2991,,238,90+ Days,Critical - Escalate Now
INV-0465,CUST-065,Horizon Agri-Tech,Retail,Ahmedabad,18-12-2024,17-01-2025,3227,3227,31-12-2024,Paid,Consulting,Amit Verma,No,,0,13,0,Current,None
INV-0466,CUST-066,Prime Steel Fabricators,Retail,Ahmedabad,27-01-2024,26-02-2024,7019,7019,19-03-2024,Late_Paid,Product Sale,Priya Sharma,No,,0,52,0,Current,None
INV-0467,CUST-067,Unity Wholesale Distributors,Retail,Ahmedabad,28-04-2025,28-05-2025,5719,5719,08-06-2025,Late_Paid,Service Fee,Rahul Nair,No,,0,41,0,Current,None
INV-0468,CUST-068,Zenith Chemical Solutions,Retail,Ahmedabad,03-09-2024,03-10-2024,6000,6000,26-09-2024,Paid,Service Fee,Sneha Patel,No,,0,23,0,Current,None
INV-0469,CUST-069,Dynamic Infrastructure Pvt Ltd,Retail,Ahmedabad,29-12-2024,28-01-2025,2868,2868,17-02-2025,Late_Paid,Service Fee,Vikram Joshi,No,,0,50,0,Current,None
INV-0470,CUST-070,Global Trade Connect,Retail,Ahmedabad,26-12-2024,25-01-2025,7125,0,,Disputed,Annual License,Anita Reddy,Yes,Price Mismatch,7125,,156,90+ Days,High - Legal Review
INV-0471,CUST-071,Legacy Building Materials,Retail,Kolkata,25-05-2024,24-06-2024,7813,5078.45,09-06-2024,Partial,Consulting,Karan Mehta,No,,2734.55,15,371,90+ Days,Critical - Escalate Now
INV-0472,CUST-072,Elite Retail Solutions,Retail,Kolkata,08-02-2024,09-03-2024,4723,2503.19,05-03-2024,Partial,Annual License,Divya Singh,No,,2219.81,26,478,90+ Days,Critical - Escalate Now
INV-0473,CUST-073,Vantage Construction Co.,Retail,Kolkata,01-01-2024,31-01-2024,6596,3100.12,16-01-2024,Partial,Service Fee,Amit Verma,No,,3495.88,15,516,90+ Days,Critical - Escalate Now
INV-0474,CUST-074,Metro Freight Forwarders,Retail,Kolkata,01-03-2024,31-03-2024,4382,4382,22-03-2024,Paid,Product Sale,Priya Sharma,No,,0,21,0,Current,None
INV-0475,CUST-075,Standard Electrical Industries,Retail,Kolkata,15-03-2024,14-04-2024,3632,3632,25-04-2024,Late_Paid,Annual License,Rahul Nair,No,,0,41,0,Current,None
INV-0476,CUST-076,Integrated Logistics Partners,Retail,Kolkata,05-11-2024,05-12-2024,7331,7331,30-11-2024,Paid,Consulting,Sneha Patel,No,,0,25,0,Current,None
INV-0477,CUST-077,Continental Trading Syndicate,Retail,Kolkata,20-11-2024,20-12-2024,2192,2192,31-01-2025,Late_Paid,Service Fee,Vikram Joshi,No,,0,72,0,Current,None
INV-0478,CUST-078,Superior Packing Systems,Retail,Kolkata,22-01-2025,21-02-2025,5710,5710,09-03-2025,Late_Paid,Service Fee,Anita Reddy,No,,0,46,0,Current,None
INV-0479,CUST-079,Essential Agro Exports,Retail,Kolkata,04-02-2025,06-03-2025,7054,7054,28-02-2025,Paid,Service Fee,Karan Mehta,No,,0,24,0,Current,None
INV-0480,CUST-080,Modern Infrastructure Consultants,Retail,Kolkata,14-08-2024,13-09-2024,7928,7928,23-08-2024,Paid,Consulting,Divya Singh,No,,0,9,0,Current,None
INV-0481,CUST-001,Malhotra Construction Group,Enterprise,Mumbai,20-03-2024,19-04-2024,1006920,1006920,14-04-2024,Paid,Service Fee,Amit Verma,No,,0,25,0,Current,None
INV-0482,CUST-002,Khanna Electricals & Co.,Enterprise,Mumbai,09-12-2024,08-01-2025,524392,524392,21-12-2024,Paid,Service Fee,Priya Sharma,No,,0,12,0,Current,None
INV-0483,CUST-003,Singh Freight Carriers,Enterprise,Mumbai,24-12-2024,23-01-2025,555260,555260,30-12-2024,Paid,Product Sale,Rahul Nair,No,,0,6,0,Current,None
INV-0484,CUST-004,Bhatia Polymers Pvt Ltd,Enterprise,Mumbai,24-03-2025,23-04-2025,1458808,1458808,29-05-2025,Late_Paid,Consulting,Sneha Patel,No,,0,66,0,Current,None
INV-0485,CUST-005,Verma Associates,Enterprise,Mumbai,25-12-2024,24-01-2025,276284,276284,06-03-2025,Late_Paid,Consulting,Vikram Joshi,No,,0,71,0,Current,None
INV-0486,CUST-006,Chopra Cold Storage,Enterprise,Mumbai,15-06-2024,15-07-2024,819734,819734,20-06-2024,Paid,Maintenance Contract,Anita Reddy,No,,0,5,0,Current,None
INV-0487,CUST-007,Sethi Textiles & Fabrics,Enterprise,Mumbai,24-09-2024,24-10-2024,650395,650395,08-11-2024,Late_Paid,Maintenance Contract,Karan Mehta,No,,0,45,0,Current,None
INV-0488,CUST-008,Aggarwal Spices Trading,Enterprise,Mumbai,31-10-2024,30-11-2024,617186,0,,Overdue,Maintenance Contract,Divya Singh,No,,617186,,212,90+ Days,Critical - Escalate Now
INV-0489,CUST-009,Tandon Auto Parts,Enterprise,Mumbai,31-03-2025,30-04-2025,232861,0,,Disputed,Service Fee,Amit Verma,Yes,Contract Disagreement,232861,,61,61-90 Days,High - Legal Review
INV-0490,CUST-010,Gill Agricultural Implements,Enterprise,Mumbai,09-06-2024,09-07-2024,912025,528974.5,02-07-2024,Partial,Service Fee,Priya Sharma,No,,383050.5,23,356,90+ Days,Critical - Escalate Now
INV-0491,CUST-011,Dhawan Pharmaceuticals,Mid-Market,Pune,28-09-2024,28-10-2024,150008,150008,06-10-2024,Paid,Service Fee,Rahul Nair,No,,0,8,0,Current,None
INV-0492,CUST-012,Rawat Real Estate,Mid-Market,Pune,06-02-2025,08-03-2025,178424,132033.76,16-02-2025,Partial,Service Fee,Sneha Patel,No,,46390.24,10,114,90+ Days,Critical - Escalate Now
INV-0493,CUST-013,Jain Packaging Solutions,Mid-Market,Pune,30-03-2024,29-04-2024,134806,134806,07-04-2024,Paid,Service Fee,Vikram Joshi,No,,0,8,0,Current,None
INV-0494,CUST-014,Kapur Infrastructure,Mid-Market,Pune,30-07-2024,29-08-2024,158221,158221,19-08-2024,Paid,Product Sale,Anita Reddy,No,,0,20,0,Current,None
INV-0495,CUST-015,Sahni Hospitality Services,Mid-Market,Pune,11-11-2024,11-12-2024,57188,57188,07-12-2024,Paid,Consulting,Karan Mehta,No,,0,26,0,Current,None
INV-0496,CUST-016,Bakshi Steel Syndicate,Mid-Market,Pune,03-04-2024,03-05-2024,127958,127958,19-04-2024,Paid,Service Fee,Divya Singh,No,,0,16,0,Current,None
INV-0497,CUST-017,Sachdeva Marketing Agency,Mid-Market,Pune,13-01-2025,12-02-2025,130674,99312.24,31-01-2025,Partial,Maintenance Contract,Amit Verma,No,,31361.76,18,138,90+ Days,Critical - Escalate Now
INV-0498,CUST-018,Chawla Hardware Stores,Mid-Market,Pune,02-10-2024,01-11-2024,158482,158482,09-10-2024,Paid,Product Sale,Priya Sharma,No,,0,7,0,Current,None
INV-0499,CUST-019,Oberoi Paper Products,Mid-Market,Pune,27-02-2025,29-03-2025,111480,111480,05-03-2025,Paid,Annual License,Rahul Nair,No,,0,6,0,Current,None
INV-0500,CUST-020,Luthra Chemical Works,Mid-Market,Pune,04-03-2025,03-04-2025,137488,137488,23-04-2025,Late_Paid,Annual License,Sneha Patel,No,,0,50,0,Current,None
